song,performer,track_duration_s,danceability,valence,date,rank,peak_rank,weeks_on_board,key_sign,energy,loudness,speechiness,acousticness,instrumentalness,liveness
The Lebanon,The Human League,304.933,0.603,0.418,20190616,70,70,2,E minor,0.753,-7.852,0.0606,0.00106,0.00204,0.089
The Legend Of Wooley Swamp,The Charlie Daniels Band,254.44,0.475,0.47,20191101,60,31,12,G major,0.535,-11.719,0.0604,0.205,4.45e-06,0.306
The Lesson,Vikki Carr,151.826,0.431,0.593,20191223,84,84,1,D major,0.441,-9.449,0.0308,0.781,0.0,0.135
The Light Is Coming,Ariana Grande Featuring Nicki Minaj,130.071,0.877,0.687,20200901,89,89,2,G major,0.547,-5.705,0.18,0.0122,1.51e-05,0.028
The Light,Common,243.586,0.934,0.685,20201209,99,44,19,G major,0.649,-6.465,0.266,0.114,1.71e-06,0.0807
The Lion Sleeps Tonight (Wimoweh),The Tokens,162.093,0.321,0.804,20190910,58,51,4,F major,0.474,-9.383,0.0348,0.743,0.0,0.204
The Lion Sleeps Tonight,Robert John,153.706,0.604,0.9,20190101,89,89,1,F major,0.377,-12.179,0.0358,0.651,2.37e-06,0.103
The Lion Sleeps Tonight,Robert John,153.706,0.604,0.9,20190101,89,89,1,F major,0.474,-9.383,0.0348,0.743,0.0,0.204
The Little Black Egg,The Nightcrawlers,208.613,0.513,0.96,20190128,88,88,2,A major,0.8,-9.556,0.0302,0.00751,0.00272,0.166
The Little Boy,Tony Bennett,144.4,0.231,0.111,20190125,55,55,6,F major,0.315,-10.56,0.0369,0.783,0.000652,0.487
The Little Drummer Boy,Johnny Cash,152.266,0.686,0.559,20191221,91,91,1,C minor,0.497,-10.422,0.0579,0.967,0.000416,0.105
The Little Girl I Once Knew,The Beach Boys,156.146,0.512,0.435,20191204,42,42,2,B major,0.648,-6.349,0.0368,0.389,6.79e-06,0.117
The Little Girl,John Michael Montgomery,232.64,0.658,0.218,20200909,81,81,1,C# major,0.434,-8.527,0.025,0.354,1.75e-05,0.112
The Little Old Lady (From Pasadena),Jan & Dean,166.04,0.478,0.943,20190808,4,3,7,D# major,0.817,-5.48,0.0316,0.548,4e-05,0.0444
The Little Space Girl,Jesse Lee Turner,152.052,0.539,0.949,20190223,31,20,8,E major,0.565,-6.593,0.054,0.949,0.0,0.0993
The Living Years,Mike + The Mechanics,324.266,0.522,0.277,20190415,25,1,15,G# major,0.457,-10.415,0.0311,0.649,0.0,0.0903
The Logical Song,Supertramp,251.253,0.625,0.695,20190714,11,6,17,F minor,0.758,-6.213,0.0463,0.512,0.00022,0.153
The London,"Young Thug, J. Cole & Travis Scott",200.106,0.796,0.179,20200914,24,12,15,E minor,0.586,-6.946,0.147,0.0247,0.0,0.132
The London,"Young Thug, J. Cole & Travis Scott",200.106,0.796,0.179,20200914,24,12,15,E minor,0.586,-6.946,0.147,0.0247,0.0,0.132
The Lone Ranger,Oscar Brown Jr.,246.48,0.753,0.643,20190601,77,77,3,G# major,0.355,-10.209,0.321,0.111,2.34e-05,0.15
The Lone Teen Ranger,Jerry Landis,139.44,0.402,0.949,20190202,97,97,3,A major,0.789,-6.148,0.124,0.891,0.0,0.294
The Loneliest Night,Dale & Grace,141.08,0.35,0.516,20190523,65,65,4,A# major,0.321,-8.782,0.03,0.748,0.0,0.0964
The Lonely Surfer,Jack Nitzsche,155.6,0.301,0.403,20190824,64,64,3,F major,0.634,-10.432,0.0397,0.33,0.552,0.167
The Long Goodbye,Brooks & Dunn,229.986,0.498,0.569,20200420,69,39,18,G# major,0.619,-5.939,0.0297,0.263,1.42e-05,0.108
The Long Run,Eagles,221.234,0.803,0.969,20190126,9,9,8,C major,0.521,-7.775,0.0276,0.139,0.00899,0.081
The Long Way Home,Neil Diamond,152.586,0.366,0.53,20190811,97,97,1,C major,0.603,-5.846,0.0277,0.536,3.59e-05,0.112
The Long Way,Brett Eldredge,208.72,0.488,0.23,20200224,94,93,2,A# major,0.637,-7.63,0.0401,0.265,0.0,0.106
The Longest Time,Billy Joel,217.906,0.637,0.588,20190428,21,21,6,D# major,0.333,-9.603,0.0262,0.181,0.0,0.147
The Look Of Love,Dusty Springfield,216.266,0.581,0.313,20190805,94,94,3,F# minor,0.298,-12.511,0.0331,0.578,0.000276,0.0817
The Look Of Love,Dusty Springfield,216.266,0.581,0.313,20190805,94,94,3,F# minor,0.328,-14.561,0.0345,0.402,0.0326,0.111
The Look Of Love,Dusty Springfield,216.266,0.581,0.313,20190805,94,94,3,F# minor,0.449,-14.863,0.0326,0.79,4.44e-05,0.0686
The Look,Roxette,237.32,0.634,0.541,20190211,50,50,1,D major,0.838,-5.363,0.0413,0.0531,8.34e-06,0.0522
The Loop,Johnny Lytle,138.493,0.784,0.488,20190212,80,80,4,C minor,0.508,-9.541,0.039,0.641,0.508,0.084
The Lord's Prayer,Sister Janet Mead,186.0,0.64,0.633,20190518,35,4,13,E minor,0.395,-11.628,0.032,0.65,0.0408,0.248
The Lord Knows I'm Drinking,Cal Smith,211.612,0.673,0.869,20190428,64,64,8,A major,0.498,-9.491,0.0252,0.123,0.0461,0.0543
The Loser (With A Broken Heart),Gary Lewis And The Playboys,129.573,0.612,0.779,20190318,57,57,2,A# major,0.662,-9.684,0.0439,0.389,0.0,0.0893
The Love I Saw In You Was Just A Mirage,Smokey Robinson & The Miracles,180.213,0.599,0.686,20190408,20,20,8,C major,0.514,-9.192,0.0268,0.417,0.0,0.148
The Love In Your Eyes,Eddie Money,246.626,0.627,0.718,20190429,78,24,16,C major,0.712,-12.371,0.0406,0.156,1.48e-06,0.424
The Love Of A Boy,Timi Yuro,150.066,0.492,0.555,20191215,67,67,3,G# major,0.26,-13.707,0.043,0.849,0.135,0.115
The Love Of My Man,Theola Kilgore,197.239,0.257,0.437,20190511,34,34,4,G major,0.474,-7.942,0.0273,0.353,4.67e-05,0.21
The Love Parade,The Dream Academy,227.333,0.687,0.719,20190510,54,54,4,A minor,0.497,-16.393,0.034,0.16,1.21e-05,0.0421
The Love Song,Jeff Bates,245.2,0.519,0.362,20200614,73,69,4,G# major,0.458,-6.433,0.0296,0.317,0.0,0.106
The Love We Had (Stays On My Mind),The Dells,297.999,0.267,0.126,20191016,30,30,10,G major,0.375,-13.019,0.0421,0.878,0.826,0.121
The Love You Save (May Be Your Own),Joe Tex,174.779,0.502,0.453,20190416,56,56,7,A# major,0.3,-13.698,0.0372,0.771,0.0,0.133
The Lover In Me,Sheena Easton,301.373,0.818,0.931,20190204,12,12,14,G minor,0.808,-8.536,0.0467,0.0274,0.0,0.0592
The Lucky One,Faith Hill,216.426,0.677,0.69,20200408,93,93,1,F major,0.864,-4.062,0.0319,0.0551,0.0,0.351
The Lucky One,Faith Hill,216.426,0.677,0.69,20200408,93,93,1,F major,0.628,-12.934,0.0413,0.346,0.146,0.0309
The Magic Of Our Summer Love,The Tymes,130.266,0.481,0.365,20190613,99,99,1,A major,0.673,-7.897,0.0276,0.622,0.0,0.254
The Majestic,Dion,148.226,0.514,0.691,20190217,72,36,8,C major,0.681,-10.747,0.0809,0.634,3.71e-06,0.7
The Man I Want To Be,Chris Young,207.213,0.489,0.248,20200529,52,48,11,G major,0.498,-5.055,0.0259,0.635,1.91e-06,0.0915
The Man That Turned My Mama On,Tanya Tucker,174.093,0.631,0.67,20190817,86,86,3,C major,0.742,-7.243,0.108,0.627,0.0,0.0984
The Man Who Can't Be Moved,The Script,241.466,0.609,0.325,20200821,96,96,1,A# major,0.629,-5.024,0.0264,0.425,0.0,0.0978
The Man Who Loves You The Most,Zac Brown Band,224.286,0.506,0.44,20200627,96,96,1,D# major,0.569,-6.761,0.0286,0.246,0.0,0.112
The Man With The Child In His Eyes,Kate Bush,158.693,0.249,0.195,20190303,85,85,3,C major,0.261,-10.592,0.0334,0.962,0.00154,0.136
The Man,Aloe Blacc,254.88,0.308,0.488,20200322,12,12,11,B minor,0.769,-7.256,0.065,0.0331,0.0,0.214
The Man,Aloe Blacc,254.88,0.308,0.488,20200322,12,12,11,B minor,0.545,-9.189,0.115,0.689,3.91e-06,0.629
The Man,Aloe Blacc,254.88,0.308,0.488,20200322,12,12,11,B minor,0.658,-5.191,0.054,0.0767,0.0,0.0901
The Martian Boogie,Brownsville Station,418.021,0.479,0.326,20190917,64,64,5,D major,0.803,-9.37,0.228,0.201,1.39e-05,0.198
The Matador,Johnny Cash,164.106,0.291,0.596,20191130,44,44,6,A major,0.548,-11.032,0.0418,0.525,0.00917,0.237
The Matador,Johnny Cash,164.106,0.291,0.596,20191130,44,44,6,A major,0.535,-9.894,0.0427,0.498,0.0,0.279
The Matrimony,Wale Featuring Usher,395.95,0.416,0.581,20200613,71,71,9,F minor,0.712,-6.671,0.384,0.438,0.0,0.0642
The Medicine Song,Stephanie Mills,295.173,0.765,0.672,20191027,71,71,3,D major,0.58,-12.917,0.053,0.0835,0.00023,0.0654
The Memory Remains,Metallica,279.24,0.432,0.6,20190207,57,28,11,A# minor,0.904,-3.697,0.0432,0.000321,0.00982,0.206
The Men All Pause,Klymaxx,435.333,0.795,0.729,20190329,88,80,7,G major,0.71,-12.777,0.0535,0.0583,0.29,0.0415
The Men In My Little Girl's Life,Mike Douglas,224.493,0.343,0.257,20190219,31,6,9,C major,0.262,-16.204,0.0431,0.86,6.18e-05,0.559
The Mess Around,Bobby Freeman,150.2,0.593,0.966,20190417,95,95,1,D major,0.733,-12.244,0.0413,0.798,0.0,0.47
The Message,Cymande,257.76,0.781,0.921,20190203,69,69,3,D# major,0.695,-9.911,0.052,0.202,0.448,0.121
The Message,Cymande,257.76,0.781,0.921,20190203,69,69,3,D# major,0.607,-10.58,0.202,0.0249,4.76e-06,0.0861
The Metro,Berlin,251.2,0.497,0.7,20190702,61,61,6,G major,0.479,-18.324,0.0362,0.00242,7.33e-05,0.04
The Middle,Jimmy Eat World,165.853,0.643,0.903,20200831,19,5,25,D major,0.849,-5.428,0.0526,0.0371,0.0,0.058
The Middle,Jimmy Eat World,165.853,0.643,0.903,20200831,19,5,25,D major,0.657,-3.061,0.0449,0.171,0.0,0.112
The Millionaire,Dr. Hook,178.533,0.602,0.574,20190906,95,95,3,D# major,0.598,-11.671,0.209,0.542,0.0,0.232
The Minotaur,Dick Hyman & His Electric Eclectics,195.413,0.296,0.547,20190621,59,59,4,A major,0.303,-21.385,0.0383,0.982,0.93,0.651
The Minute You're Gone,Sonny James,152.866,0.549,0.497,20190810,95,95,1,B major,0.099,-17.029,0.0398,0.941,0.0,0.35
The Mocking Bird,The Four Lads,140.226,0.595,0.637,20191117,41,41,3,F# major,0.343,-16.553,0.039,0.719,0.0,0.0793
The Moment I Knew,Taylor Swift,285.56,0.62,0.281,20200126,64,64,1,G major,0.521,-7.217,0.0315,0.157,3.9e-06,0.0997
The Moment Of Truth,Survivor,224.773,0.677,0.5,20190630,66,66,3,D major,0.776,-8.473,0.0405,0.136,0.000272,0.174
The Moment,Kenny G,361.466,0.265,0.194,20190208,86,63,13,A# major,0.31,-12.247,0.0359,0.64,0.00349,0.185
The Monkey Time,Major Lance,166.466,0.798,0.939,20190928,14,8,12,F major,0.676,-8.707,0.0487,0.579,0.0,0.114
The Monkey Time,Major Lance,166.466,0.798,0.939,20190928,14,8,12,F major,0.745,-8.302,0.0405,0.0725,3.92e-05,0.0885
The Monster,Eminem Featuring Rihanna,250.188,0.781,0.624,20200222,11,1,15,C# minor,0.853,-3.68,0.0715,0.0525,0.0,0.12
The Moon Was Yellow,Frank Sinatra,190.04,0.35,0.182,20190317,99,99,1,D minor,0.221,-15.64,0.0299,0.695,9.92e-06,0.0945
The More I See You,Chris Montez,163.92,0.712,0.5,20190507,61,61,4,D# major,0.419,-12.035,0.0338,0.853,0.0,0.0651
The More You Do It (The More I Like It Done To Me),Ronnie Dyson,191.066,0.557,0.957,20190807,85,85,2,F# major,0.505,-13.348,0.0629,0.0193,0.0,0.118
"The More You Ignore Me, The Closer I Get",Morrissey,223.693,0.41,0.794,20190521,46,46,10,F# major,0.663,-9.006,0.0274,0.0042,0.00277,0.136
"The More You Live, The More You Love",A Flock Of Seagulls,249.106,0.612,0.769,20190818,80,80,2,B minor,0.845,-5.565,0.0352,0.00224,0.00168,0.582
The Morning After,Maureen McGovern,141.72,0.408,0.354,20190901,7,1,11,F# major,0.511,-7.225,0.0263,0.475,0.0,0.625
The Morning Side Of The Mountain,Tommy Edwards,159.8,0.313,0.52,20190518,72,27,12,C major,0.299,-12.623,0.0394,0.35,0.0,0.372
The Mosquito,The Doors,319.493,0.401,0.823,20191007,86,86,2,C minor,0.707,-12.741,0.0733,0.00254,0.447,0.0818
The Most Beautiful Girl In The World,Prince,270.345,0.437,0.598,20190507,3,3,10,F# major,0.287,-10.018,0.0282,0.8,0.0,0.117
The Most Beautiful Girl,Charlie Rich,161.906,0.566,0.458,20191208,3,3,11,G major,0.409,-10.379,0.0265,0.702,3.36e-06,0.101
The Most Beautiful Words,Della Reese,162.632,0.391,0.3,20190206,81,81,1,A# major,0.255,-7.518,0.0286,0.927,2.73e-05,0.165
The Most Beautifullest Thing In This World,Keith Murray,223.573,0.726,0.51,20190211,94,50,17,C major,0.622,-10.322,0.335,0.0981,0.0,0.315
The Motion Of Love,Gene Loves Jezebel,233.4,0.565,0.692,20190213,87,87,2,B minor,0.73,-12.817,0.04,0.0441,0.0,0.128
The Motion,Drake,240.956,0.631,0.544,20200817,61,61,1,E minor,0.788,-7.142,0.102,0.371,0.000317,0.108
The Motown Song,Rod Stewart,238.013,0.654,0.778,20190810,25,25,6,A major,0.837,-6.121,0.0455,0.155,0.0,0.113
The Motto,Drake Featuring Lil Wayne,181.573,0.766,0.39,20200303,19,16,14,C# major,0.442,-8.558,0.356,0.000107,6.12e-05,0.111
The Mouse,Soupy Sales,147.04,0.653,0.909,20190515,78,78,4,G# major,0.861,-2.402,0.141,0.32,0.0147,0.104
The Mule,The James Boys,136.44,0.8,0.581,20190914,82,82,3,G# major,0.591,-10.586,0.0704,0.113,0.879,0.186
The Mummers' Dance,Loreena McKennitt,367.44,0.548,0.294,20190718,96,18,20,C minor,0.456,-11.53,0.0289,0.425,0.116,0.0892
The Mummy,Bob McFadden And Dor,119.733,0.59,0.932,20190824,81,81,1,G# major,0.606,-8.34,0.0545,0.584,0.0384,0.095
The Name Game,Shirley Ellis,164.866,0.678,0.928,20190130,3,3,8,F minor,0.811,-7.419,0.123,0.201,3.99e-06,0.178
The Name Of The Game,ABBA,293.933,0.66,0.623,20190408,97,12,16,A major,0.564,-8.683,0.0302,0.404,0.000106,0.0557
The Need To Be,Jim Weatherly,280.853,0.657,0.176,20191207,52,11,13,C major,0.316,-15.726,0.0347,0.358,0.00049,0.131
The New Girl In School,Jan & Dean,147.36,0.548,0.967,20190509,56,37,8,F# major,0.766,-10.862,0.0509,0.608,0.0,0.0923
The New Pollution,Beck,219.6,0.677,0.854,20190628,95,78,5,C# major,0.804,-6.724,0.0295,0.0635,0.0761,0.328
The Next Episode,Dr. Dre Featuring Snoop Dogg,161.506,0.916,0.291,20200610,58,58,3,D# minor,0.906,-2.494,0.195,0.0279,0.0,0.0803
The Next Hundred Years,Al Martino,225.266,0.65,0.781,20191210,86,86,1,A major,0.498,-13.138,0.0383,0.0908,2.5e-06,0.05
The Next Kiss (Is The Last Goodbye),Conway Twitty,127.44,0.489,0.374,20190417,72,72,3,G major,0.535,-10.399,0.0838,0.879,0.0,0.164
The Nickel Song,Melanie,241.44,0.539,0.513,20190205,51,51,3,E major,0.266,-11.316,0.135,0.912,1.45e-06,0.73
The Night Chicago Died,Paper Lace,203.333,0.767,0.809,20190706,59,59,4,C major,0.45,-12.352,0.0824,0.347,0.0,0.113
The Night Has A Thousand Eyes,Bobby Vee,155.666,0.54,0.891,20190105,14,14,5,C minor,0.506,-10.675,0.0326,0.673,0.0,0.108
The Night Is Still Young,Billy Joel,326.306,0.54,0.478,20191102,34,34,5,C major,0.585,-9.955,0.0312,0.111,1.3e-05,0.0993
The Night Is Still Young,Billy Joel,326.306,0.54,0.478,20191102,34,34,5,C major,0.692,-6.145,0.0563,0.00212,0.00305,0.128
The Night Owls,Little River Band,312.946,0.591,0.576,20191128,13,6,15,E minor,0.637,-9.032,0.0319,0.0305,0.00276,0.121
The Night The Lights Went Out In Georgia,Vicki Lawrence,220.52,0.457,0.613,20190602,23,1,17,F minor,0.406,-13.51,0.168,0.852,0.0,0.138
The Night They Drove Old Dixie Down,Joan Baez,206.066,0.564,0.477,20190828,33,33,3,C# major,0.357,-12.752,0.0326,0.558,0.0,0.233
The Night We Met,Lord Huron,208.211,0.441,0.105,20200513,84,84,2,D major,0.379,-9.545,0.0449,0.968,0.262,0.639
The Night,The Animals,235.506,0.562,0.625,20190903,53,53,4,A minor,0.761,-10.881,0.0452,0.0291,7.57e-06,0.243
The Nitty Gritty,Gladys Knight And The Pips,181.586,0.701,0.962,20190719,88,88,1,C# major,0.721,-11.209,0.0416,0.563,0.0,0.399
The Nitty Gritty,Gladys Knight And The Pips,181.586,0.701,0.962,20190719,88,88,1,C# major,0.844,-5.352,0.213,0.428,1.37e-06,0.926
The Note,Daryle Singletary,202.733,0.338,0.382,20190314,90,90,3,A# major,0.551,-5.287,0.0297,0.327,0.0,0.152
The Oak Tree,Morris Day,442.466,0.772,0.672,20191005,83,83,2,A minor,0.752,-11.411,0.178,0.128,0.000684,0.324
The Obvious Child,Paul Simon,250.226,0.523,0.969,20191215,96,96,1,G# major,0.717,-11.611,0.0483,0.576,0.00177,0.028
The Old Apartment,Barenaked Ladies,209.96,0.467,0.642,20190510,92,92,1,A# major,0.664,-10.189,0.0479,0.0448,0.0,0.365
The Old Lamplighter,The Browns Featuring Jim Edward Brown,141.12,0.604,0.553,20190425,8,8,7,D major,0.105,-16.78,0.0357,0.977,0.0,0.0993
The Old Man Down The Road,John Fogerty,214.093,0.768,0.737,20191222,61,61,1,A major,0.809,-5.816,0.0289,0.0271,0.000633,0.0584
The Old Rugged Cross,Craig Wayne Boyd,178.174,0.451,0.434,20201227,59,59,1,D major,0.484,-5.788,0.0251,0.551,1.35e-06,0.108
The Old Songs,Barry Manilow,281.773,0.263,0.338,20191010,57,57,1,F major,0.461,-8.205,0.0286,0.451,0.0,0.0692
The One And Only,Chesney Hawkes,223.666,0.681,0.775,20191214,51,10,20,E major,0.697,-11.063,0.0327,0.357,0.0,0.388
The One I Gave My Heart To,Aaliyah,270.893,0.698,0.345,20191004,24,24,1,G major,0.48,-7.932,0.0392,0.378,0.0,0.123
The One I Love,R.E.M.,197.8,0.488,0.559,20191219,25,9,14,D major,0.841,-4.626,0.0358,0.000395,1.21e-06,0.346
The One On The Right Is On The Left,Johnny Cash,167.666,0.721,0.812,20190312,58,58,3,A major,0.613,-9.26,0.0302,0.431,0.000565,0.205
The One Rose (That's Left In My Heart),Teresa Brewer,146.426,0.286,0.236,20190112,75,75,2,A# major,0.307,-12.185,0.033,0.932,0.00086,0.204
The One That Got Away,Jake Owen,194.173,0.576,0.535,20200901,89,89,2,C major,0.865,-3.288,0.0407,0.0343,5.32e-05,0.252
The One That Got Away,Jake Owen,194.173,0.576,0.535,20200901,89,89,2,C major,0.792,-4.023,0.0353,0.000802,0.0,0.2
The One That Really Matters,Survivor,208.426,0.696,0.937,20190219,86,74,5,G major,0.57,-12.481,0.03,0.397,0.0,0.314
The One That You Love,Air Supply,259.0,0.396,0.184,20190822,33,1,15,F major,0.479,-8.072,0.0268,0.728,9.51e-06,0.102
The One Thing,INXS,205.426,0.449,0.356,20190430,53,53,6,A major,0.942,-4.23,0.108,0.0493,0.00565,0.273
The One Who Really Loves You,Mary Wells,165.333,0.748,0.963,20190602,9,9,11,B minor,0.398,-14.539,0.0456,0.597,0.0,0.202
The One You Love,Glenn Frey,274.56,0.603,0.488,20190821,87,87,1,G major,0.302,-13.698,0.0242,0.44,0.00701,0.172
The One You Love,Glenn Frey,274.56,0.603,0.488,20190821,87,87,1,G major,0.893,-3.899,0.0365,0.0575,0.0,0.129
The One,Backstreet Boys,226.933,0.663,0.621,20200715,47,30,8,F minor,0.934,-4.227,0.0348,0.0646,0.0,0.164
The One,Backstreet Boys,226.933,0.663,0.621,20200715,47,30,8,F minor,0.724,-7.465,0.0648,0.301,5.54e-06,0.658
The One,Backstreet Boys,226.933,0.663,0.621,20200715,47,30,8,F minor,0.594,-9.017,0.0334,0.565,0.00361,0.0497
The One,Backstreet Boys,226.933,0.663,0.621,20200715,47,30,8,F minor,0.671,-6.303,0.254,0.176,0.0,0.261
The One,Backstreet Boys,226.933,0.663,0.621,20200715,47,30,8,F minor,0.303,-11.362,0.0284,0.238,8.09e-06,0.294
The Only Difference Between Martyrdom And Suicide Is Press Coverage,Panic! At The Disco,176.933,0.517,0.696,20200408,78,78,2,F# minor,0.93,-3.902,0.216,0.0598,0.0,0.35
The Only Exception,Glee Cast,266.706,0.282,0.195,20201016,26,26,1,E major,0.512,-6.135,0.0304,0.285,4.16e-06,0.138
The Only Exception,Glee Cast,266.706,0.282,0.195,20201016,26,26,1,E major,0.563,-6.607,0.0272,0.144,0.0,0.143
The Only Flame In Town,Elvis Costello & The Atrractions,241.56,0.661,0.926,20190818,59,59,4,F# minor,0.706,-9.206,0.036,0.111,8.13e-06,0.13
The Only Thing That Looks Good On Me Is You,Bryan Adams,211.96,0.665,0.95,20190810,100,52,12,G major,0.927,-4.65,0.0355,0.0241,0.0,0.111
The Only Way Out,Cliff Richard,204.613,0.662,0.886,20191106,87,64,5,E major,0.797,-5.296,0.0271,0.0983,8.59e-06,0.244
The Oogum Boogum Song,Brenton Wood,153.413,0.881,0.864,20190617,42,42,10,G major,0.639,-5.393,0.0448,0.79,0.0,0.233
The Other Guy,Little River Band,169.986,0.831,0.79,20191127,51,51,2,F major,0.47,-10.939,0.0529,0.176,0.0,0.097
The Other Guy,Little River Band,169.986,0.831,0.79,20191127,51,51,2,F major,0.726,-4.705,0.0309,0.216,0.0,0.12
The Other Man's Grass Is Always Greener,Petula Clark,172.906,0.521,0.472,20191202,77,77,1,A# minor,0.565,-8.849,0.0306,0.513,0.0,0.126
The Other Side Of Life,The Moody Blues,410.333,0.662,0.652,20190920,58,58,6,E minor,0.322,-15.989,0.0333,0.178,0.000212,0.107
The Other Side Of Me,Hannah Montana,185.893,0.63,0.708,20201111,84,84,1,F# minor,0.877,-3.609,0.0839,0.0659,0.0,0.508
The Other Side Of The Door,Taylor Swift,237.6,0.515,0.498,20201114,23,23,1,E major,0.815,-4.259,0.0349,0.223,0.0,0.245
The Other Side Of This Life,"Peter, Paul & Mary",183.973,0.64,0.778,20190924,100,100,1,D major,0.431,-16.424,0.0283,0.78,0.009,0.0834
The Other Side,Aerosmith,244.2,0.558,0.825,20190825,23,22,10,D major,0.97,-4.265,0.0414,0.0752,0.000525,0.388
The Other Side,Aerosmith,244.2,0.558,0.825,20190825,23,22,10,D major,0.836,-3.939,0.1,0.0525,0.0,0.136
The Other Woman,Ray Parker Jr.,247.96,0.909,0.962,20190724,51,4,19,A major,0.544,-11.692,0.0529,0.139,0.00614,0.457
The Outsider,A Perfect Circle,246.0,0.328,0.422,20200619,100,79,5,F# major,0.842,-6.644,0.0882,0.000111,0.803,0.0496
The Outsiders,Eric Church,252.893,0.483,0.311,20201207,86,51,5,G major,0.807,-5.229,0.0644,0.267,6.97e-05,0.097
The Pain Gets A Little Deeper,Darrow Fletcher,144.76,0.43,0.871,20190122,94,94,2,C minor,0.741,-9.468,0.165,0.488,0.639,0.138
The Part Of Me That Needs You Most,Jay Black,223.654,0.609,0.602,20191004,98,98,3,A# major,0.798,-6.062,0.0549,0.406,0.000295,0.228
The Party's Just Begun,The Cheetah Girls,189.693,0.751,0.927,20200909,94,94,1,C# major,0.845,-4.444,0.134,0.102,0.0,0.0497
The Party's Over (Hopelessly In Love),Journey,222.333,0.625,0.71,20190307,63,63,2,G major,0.876,-8.091,0.0328,0.0338,8.72e-06,0.486
The Payback - Part I,James Brown,212.746,0.883,0.676,20190413,39,39,4,A# minor,0.737,-6.58,0.211,0.248,4.4e-05,0.254
The Peacemaker,Albert Hammond,162.533,0.665,0.692,20190922,88,80,4,G# major,0.473,-12.15,0.051,0.272,0.0,0.0648
The People In Me,The Music Machine,180.626,0.589,0.926,20190225,68,68,5,G# major,0.771,-8.759,0.0326,0.0132,0.00191,0.0299
The People Tree,"Sammy Davis, Jr. with The Mike Curb Congregation",148.506,0.569,0.694,20191021,96,96,1,E major,0.442,-12.404,0.0461,0.767,0.0,0.277
"The Perfect Drug (From ""Lost Highway"")",Nine Inch Nails,315.44,0.627,0.252,20190705,76,46,6,F minor,0.883,-8.988,0.0947,0.0207,0.00346,0.323
The Philly Freeze,Alvin Cash & The Registers,155.4,0.753,0.883,20190813,89,89,3,G major,0.811,-7.178,0.047,0.638,0.158,0.261
The Phoenix,Fall Out Boy,244.96,0.564,0.39,20200413,80,80,1,E minor,0.956,-3.498,0.074,0.000464,0.0,0.392
The Pick Of Destiny,Tenacious D,165.697,0.623,0.308,20201104,78,78,1,C major,0.938,-4.161,0.123,0.00296,0.000852,0.48
The Pied Piper,Crispian St. Peters,151.666,0.692,0.963,20190820,7,4,11,B major,0.734,-7.089,0.0465,0.112,0.0,0.164
The Pill,Loretta Lynn,158.96,0.689,0.795,20190405,74,70,6,F major,0.344,-10.636,0.0353,0.74,0.0,0.0677
The Plan,G-Eazy,250.293,0.826,0.35,20201202,96,96,1,C# major,0.597,-7.807,0.432,0.00278,0.0,0.156
The Plan,G-Eazy,250.293,0.826,0.35,20201202,96,96,1,C# major,0.443,-10.568,0.0361,0.0922,0.000293,0.117
The Pleasure Principle,Janet Jackson,297.973,0.667,0.864,20190829,42,14,15,C major,0.704,-10.942,0.0512,0.428,0.0165,0.156
The Politics Of Dancing,Re-flex,237.333,0.685,0.809,20190324,44,24,18,B major,0.957,-8.214,0.0445,0.0611,0.00025,0.317
The Popcorn,James Brown,314.64,0.704,0.886,20190628,34,34,5,G# major,0.799,-8.092,0.0437,0.455,0.185,0.124
The Popeye Waddle,Don Covay,148.4,0.614,0.801,20190202,76,76,5,G# major,0.683,-7.316,0.097,0.239,0.00242,0.0316
